name,link,img,shortDescription,version,last_update,count_download,rate,count_viewer,volume,type,category,app_constuctor,price,priceString,homepageUrl,phoneNumber,email,size,pagckage_name
Supermarket Cashier Simulator,https://cafebazaar.ir/app/com.creaturecorp.supermarketcashier.android,https://s.cafebazaar.ir/images/icons/com.creaturecorp.supermarketcashier.android-78295b48-5fbf-479d-92bb-d453695188d0_128x128.png,"Run the store, work the cash register, and do math in this job simulator game.",۲.۴,۲۱ آذر ۱۴۰۳,۱۰،۰۰۰+,3.5,۴۵,۸۰ مگابایت,بازی‌های انتخاب بازار,کودک,Lucky Hamster Games,0,۰ تومان,,,,84229027,com.creaturecorp.supermarketcashier.android
Caillou Check Up - Doctor,https://cafebazaar.ir/app/com.budgestudios.CaillouCheckUp,https://s.cafebazaar.ir/images/icons/com.budgestudios.CaillouCheckUp-e62c9576-485d-458b-95e9-5d1db081ce1b_128x128.png,Educational learning for kids about the body. Fun mini games for preschoolers.,۲۰۲۳.۱.۰,۱۶ آبان ۱۴۰۲,۱۰،۰۰۰+,3.5,۱۰,۸۶ مگابایت,بازی‌های انتخاب بازار,کودک,Budge Studios,0,۰ تومان,,,,89900363,com.budgestudios.CaillouCheckUp
Bus Story Adventures for Kids,https://cafebazaar.ir/app/com.hedgehogacademy.busstoryfree,https://s.cafebazaar.ir/images/icons/com.hedgehogacademy.busstoryfree-8e5d5280-386b-40bd-bfcb-7522a8e22cf8_128x128.png,An interactive story with educational games for kids 4-6 yo. Logic & memory game,۳.۰.۱,۷ دی ۱۴۰۳,۱۰،۰۰۰+,3,۲,۵۸ مگابایت,بازی‌های انتخاب بازار,کودک,LMJ Games,0,۰ تومان,,,,60746071,com.hedgehogacademy.busstoryfree
آبنبات|کارتون و انیمیشن،قصه و سرگرمی,https://cafebazaar.ir/app/app.abnabat.twa,https://s.cafebazaar.ir/images/icons/app.abnabat.twa-8206eba4-1a0e-4743-b3be-3fdae86dd9ae_128x128.png,آبنبات | پلتفرم آنلاین تماشای انیمیشن و بازی و سرگرمی کودکان بدون نیاز به اشتراک,۱.۱.۰.۰,۱۹ اسفند ۱۴۰۲,۵،۰۰۰+,4.4,۵۰,۶۸۶ کیلوبایت,برنامه‌های انتخاب بازار,سرگرمی,گروه آبنبات,0,۰ تومان,,,spprtbnbt@gmail.com,702911,app.abnabat.twa
سرزمین قرآن - آموزش قرآن کودکان,https://cafebazaar.ir/app/ir.behinarayan.QuranLand,https://s.cafebazaar.ir/images/icons/ir.behinarayan.QuranLand-8cd9d53e-9338-4b75-b686-756a99e95d7b_128x128.png,سرزمین قرآن,۱.۰.۰,۱۱ شهریور ۱۴۰۲,۵،۰۰۰+,5,۱۲,۱۲۷ مگابایت,بازی‌های انتخاب بازار,کودک,بهینا رایان,0,۰ تومان,,,behinarayaneh@gmail.com,133686030,ir.behinarayan.QuranLand
بازی مراقبتهای اولیه کودک نورولند,https://cafebazaar.ir/app/com.neurolandgame.emergencytips,https://s.cafebazaar.ir/images/icons/com.neurolandgame.emergencytips-f5517918-6e92-4539-acee-1c8a164b5e13_128x128.png,میخوای با بازی یاد بگیری چطوری از خودت و اطرافیانت محافظت کنی؟,۱.۶.۰-b,۲۴ مهر ۱۴۰۳,۱۰،۰۰۰+,4.2,۱۳۵,۵۳ مگابایت,بازی‌های انتخاب بازار,کودک,اندیشه پردازان آمولای,0,۰ تومان,https://neurolandgame.com,02128425560,info@neurolandgame.com,55616368,com.neurolandgame.emergencytips
KIDSY Baby Kids Nursery Songs,https://cafebazaar.ir/app/net.colorcity.kidsy,https://s.cafebazaar.ir/images/icons/net.colorcity.kidsy-19d89851-86e6-4aa5-a687-63fbd6f2d67e_128x128.png,"Funny cartoons for children, video nursery rhymes and educational music for kids",۴.۱,۸ شهریور ۱۴۰۳,۵۰،۰۰۰+,2.4,۴۸,۲۸ مگابایت,برنامه‌های انتخاب بازار,کودک,COLORCITY - Nursery Rhymes and Children's Songs,0,۰ تومان,,,,29761014,net.colorcity.kidsy
زنگ بازی املا فارسی+مشق+دیکته,https://cafebazaar.ir/app/sixbit.ir.game.kidspersianspelllearning,https://s.cafebazaar.ir/images/icons/sixbit.ir.game.kidspersianspelllearning-892f3d96-2188-4ac8-8c97-58f1652a81bf_128x128.png,بازی برای سرگرمی و تقویت املای فارسی کلاس اولی ها و دومی ها و کودکان و هم چنین یادگیری صحیح کلمات و یادگیری اشیا با عکس و مشق,۳.۰.۳,۱۴ مرداد ۱۴۰۳,۵۰،۰۰۰+,4.3,۳۶۶,۲۳ مگابایت,بازی‌های انتخاب بازار,کودک,افشین ایزدی,0,۰ تومان,,,afshine1989@gmail.com,23687697,sixbit.ir.game.kidspersianspelllearning
بازی دندانپزشکی کودکانه نورولند,https://cafebazaar.ir/app/com.amulay.NeurolandDental,https://s.cafebazaar.ir/images/icons/com.amulay.NeurolandDental-1799531f-1b2f-4470-b66f-f7337d7f06a4_128x128.png,بازی دکتر دندونپزشکی,۱.۲.۰-b,۲۵ مهر ۱۴۰۳,۲۰،۰۰۰+,4.2,۱۵۱,۵۲ مگابایت,بازی‌های انتخاب بازار,کودک,اندیشه پردازان آمولای,0,۰ تومان,http://Neurolandgame.com,02128425560,info@neurolandgame.com,54618322,com.amulay.NeurolandDental
کارتون‌های ویدزی,https://cafebazaar.ir/app/ir.vidzy.app,https://s.cafebazaar.ir/images/icons/ir.vidzy.app-a4f3db85-61a4-445b-a327-eb696076d5ce_128x128.png,هزاران کارتون‌‌ و برنامه کودک دوبله با قابلیت دانلود؛ همراه با اینترنت نیم‌بها,Vidzy_۴.۴.۰.bazaar,۴ دی ۱۴۰۳,۲۰۰،۰۰۰+,4.3,۵۴۵,۱۵ مگابایت,برنامه‌های انتخاب بازار,کودک,شهر هوشمند کیدزی,0,۰ تومان,https://kidzy.land/vidzy,02171957020,Support@kidzy.land,15350892,ir.vidzy.app
بشنو و بگو | مهارت های کلامی ارتباطی,https://cafebazaar.ir/app/com.datis.SpeechTherapy,https://s.cafebazaar.ir/images/icons/com.datis.SpeechTherapy-acb3e85e-c49b-4744-8767-6a518fa08225_128x128.png,تصاویر رو ببین ، بشنو  و تو هم بگو. اینطوری می تونی بازی کنی و  بهتر صحبت کنی,۲.۴,۲ خرداد ۱۴۰۲,۱۰،۰۰۰+,3.7,۸۴,۷۹ مگابایت,بازی‌های انتخاب بازار,کودک,داتیس پارس dpdpedu,0,۰ تومان,http://iherokid.com,,iherokid.datis@gmail.com,83098451,com.datis.SpeechTherapy
سیاره شادی - بازی آموزشی کودکانه,https://cafebazaar.ir/app/com.happygalaxy.happyplanet,https://s.cafebazaar.ir/images/icons/com.happygalaxy.happyplanet-df941398-3843-4950-9c8c-0a7ec31abda1_128x128.png,مجموعه بازی با بیش از ۲۰۰ بازی آموزشی و سرگرم کننده برای کودکان,۱.۴,۱۲ آبان ۱۴۰۳,۱۰۰،۰۰۰+,4.3,۹۵۷,۱۰۶ مگابایت,بازی‌های انتخاب بازار,کودک,استودیو کهکشان راه شادی,0,۰ تومان,,09300116714,happygalaxystudio@gmail.com,110821558,com.happygalaxy.happyplanet
قطار قرآنی - آموزش با بازی,https://cafebazaar.ir/app/com.EarthlyHeavens.QuranicTrain,https://s.cafebazaar.ir/images/icons/com.EarthlyHeavens.QuranicTrain-f07f6d35-64c4-46dc-a4bb-56c8d0e38a34_128x128.png,بازی کن و قرآن حفظ کن,۶.۱,۱۱ آذر ۱۴۰۳,۵۰۰،۰۰۰+,4.5,۵،۰۸۲,۱۱۰ مگابایت,بازی‌های انتخاب بازار,کودک,دبستانی‌ها (شرکت دانش بنیان),0,۰ تومان,,09304909942,ghatarqurani@gmail.com,115540497,com.EarthlyHeavens.QuranicTrain
سیاره شادی - بازی آموزشی کودکانه,https://cafebazaar.ir/app/com.happygalaxy.happyplanet,https://s.cafebazaar.ir/images/icons/com.happygalaxy.happyplanet-df941398-3843-4950-9c8c-0a7ec31abda1_128x128.png,مجموعه بازی با بیش از ۲۰۰ بازی آموزشی و سرگرم کننده برای کودکان,۱.۴,۱۲ آبان ۱۴۰۳,۱۰۰،۰۰۰+,4.3,۹۵۷,۱۰۶ مگابایت,بازی‌های انتخاب بازار,کودک,استودیو کهکشان راه شادی,0,۰ تومان,,09300116714,happygalaxystudio@gmail.com,110821558,com.happygalaxy.happyplanet
دختر رنگین کمان | آموزش زمان و اشکال,https://cafebazaar.ir/app/com.farad.entertainment.kids_tools,https://s.cafebazaar.ir/images/icons/com.farad.entertainment.kids_tools-6a86027e-cdd1-4aa0-b51a-f097404d5a84_128x128.png,دهها تصویر زیبا از انواع مختلف رنگ ها، فصل ها و آب و هوا با ترانه های شاد,۴.۳,۳۱ شهریور ۱۴۰۳,۲۰۰،۰۰۰+,4.4,۲،۵۸۲,۴۰ مگابایت,بازی‌های انتخاب بازار,کودک,جعفر مزارعی,0,۰ تومان,,,faradteam.tech@gmail.com,41580401,com.farad.entertainment.kids_tools
شادوپیا-بازی آموزشی کودک,https://cafebazaar.ir/app/ir.Shadopia.Games,https://s.cafebazaar.ir/images/icons/ir.Shadopia.Games-f6a65f17-7b39-4cd3-b64e-10688a2049c1_128x128.png,🚀 پیش به سوی شادوپیا، دنیایی از آموزش و سرگرمی برای کودک و خانواده 👨‍👩‍👧,۱.۱.۲,۴ دی ۱۴۰۳,۵،۰۰۰+,4.8,۶۴,۱۰۰ مگابایت,بازی‌های انتخاب بازار,کودک,شادوپیا,0,۰ تومان,https://shadopia.ir/,051-38717480,shadopia.official@gmail.com,105236647,ir.Shadopia.Games
نورولند (بازی آموزشی و فکری کودکانه),https://cafebazaar.ir/app/ir.amulay.NeurolandGame,https://s.cafebazaar.ir/images/icons/ir.amulay.NeurolandGame-fede5494-2bdf-4d60-80e1-06759524adb4_128x128.png,۵۰ بازی کودکانه پسرانه و دخترانه جدید برای اموزش الفبا و اموزش انگلیسی و ریاضی کودکان ۳ ساله تا ۸ ساله,۴.۲.۱-b,۸ آبان ۱۴۰۳,۱۰۰،۰۰۰+,4.4,۲،۷۲۵,۸۲ مگابایت,بازی‌های انتخاب بازار,کودک,اندیشه پردازان آمولای,0,۰ تومان,http://neurolandgame.com,02128425560,info@neurolandgame.com,85613430,ir.amulay.NeurolandGame
آموزش پیش دبستانی سرزمین یخی,https://cafebazaar.ir/app/com.irsa.sarzamine_yakhiFree,https://s.cafebazaar.ir/images/icons/com.irsa.sarzamine_yakhiFree-e39ff57c-84e2-4fd5-9530-4b0f6cbc182f_128x128.png,سن 2 تا 7 سال,۳.۱.۶,۵ تیر ۱۴۰۳,۲۰،۰۰۰+,4.4,۱۲۰,۱۰۹ مگابایت,بازی‌های انتخاب بازار,کودک,ایرسا گیم,0,۰ تومان,https://www.irsayou.com,,mvsystem2005@gmail.com,114615754,com.irsa.sarzamine_yakhiFree
کاکولیلی (فارسی بازی),https://cafebazaar.ir/app/com.Rasta.Words,https://s.cafebazaar.ir/images/icons/com.Rasta.Words-9440ac61-febc-4e23-a633-d41c1e203906_128x128.png,کاکولیلی - کلمه بازی کتاب فارسی کلاس اول، دوم و سوم ابتدایی,۲.۳,۲۷ خرداد ۱۴۰۳,۱۰،۰۰۰+,4.6,۸۶,۳۸ مگابایت,بازی‌های انتخاب بازار,کودک,رستا استودیو,0,۰ تومان,,,rastastudio2@gmail.com,39732834,com.Rasta.Words
بازی اموزش الفبا و املا نورولند,https://cafebazaar.ir/app/com.neurolandgame.farsigames,https://s.cafebazaar.ir/images/icons/com.neurolandgame.farsigames-ddf43d2e-6912-45e9-90a3-284f050734b8_128x128.png,بازی اموزش الفبا کلمات و املا فارسی برای کودکان ۳ تا ۸ ساله,۱.۲.۰-b,۲۵ مهر ۱۴۰۳,۲۰،۰۰۰+,4.5,۱۸۲,۶۶ مگابایت,بازی‌های انتخاب بازار,کودک,اندیشه پردازان آمولای,0,۰ تومان,https://neurolandgame.com,02128425560,info@neurolandgame.com,69401271,com.neurolandgame.farsigames
کودکان با استعداد,https://cafebazaar.ir/app/com.Cyrus.KidsGotTalent,https://s.cafebazaar.ir/images/icons/com.Cyrus.KidsGotTalent_128x128.png,""" کودکان با استعداد "" یک بازی آموزشی است نه یک اپلیکیشن آموزشی . کودکان با انجام این بازی نه تنها از بازی کردن لذت می برن بلکه",۱.۸.۱,۱۷ مهر ۱۴۰۲,۱۰،۰۰۰+,4.5,۲۷,۱۴۴ مگابایت,بازی‌های انتخاب بازار,کودک,سایرس استدیو,0,۰ تومان,,09030649923,Great_cyrus1396@yahoo.com,150723561,com.Cyrus.KidsGotTalent
پاپیتا پلاس,https://cafebazaar.ir/app/com.IslandOfkids.learn,https://s.cafebazaar.ir/images/icons/com.IslandOfkids.learn-ef7faba4-ebef-4947-a991-70de178e61b5_128x128.png,بازی کن و یاد بگیر,۵.۰,۲۳ اسفند ۱۴۰۲,۱۰،۰۰۰+,4.2,۱۵۳,۷۹ مگابایت,بازی‌های انتخاب بازار,کودک,جزیره بچه ها,0,۰ تومان,,,suppislandofkids@gmail.com,82600218,com.IslandOfkids.learn
منتیله پو ؛ کتاب بازی کودک,https://cafebazaar.ir/app/com.HichGameStudio.MantilePo,https://s.cafebazaar.ir/images/icons/com.HichGameStudio.MantilePo-be84b3b5-9968-421a-8061-039f09d434fc_128x128.png,📖 کتاب رو بازی کن و توی یه ماجراجویی جذاب چیزای مختلف یادبگیر و لذت ببر!,۱.۱.۱۰,۲۱ اردیبهشت ۱۴۰۲,۱۰،۰۰۰+,4.3,۲۶۳,۵۶ مگابایت,بازی‌های انتخاب بازار,کودک,استودیو بازی سازی هیچ,0,۰ تومان,https://hichgroup.com/game/,,game@hichgroup.com,58427518,com.HichGameStudio.MantilePo
آقای قوقولی | صدای حیوانات,https://cafebazaar.ir/app/com.farad.entertainment.kids_animal,https://s.cafebazaar.ir/images/icons/com.farad.entertainment.kids_animal-b9f17686-b667-41dc-b466-4b55ca1d0778_128x128.png,صدای واقعی حیوانات به همراه مهد کودک و مربی، یکجا در جیبتان,۱۷.۱,۲۳ شهریور ۱۴۰۳,۲،۰۰۰،۰۰۰+,4.4,۳۸،۱۰۷,۵۳ مگابایت,بازی‌های انتخاب بازار,کودک,جعفر مزارعی,0,۰ تومان,https://www.MrGhooGhooli.com,09376096172,Support@MrGhooGhooli.com,55818912,com.farad.entertainment.kids_animal
قطار شادی,https://cafebazaar.ir/app/com.royagaran.happinesstrain,https://s.cafebazaar.ir/images/icons/com.royagaran.happinesstrain_128x128.png,مجموعه بازی های آموزش برای کودکان,۲.۸.۶,۲۳ دی ۱۴۰۳,۷،۰۰۰،۰۰۰+,4.3,۱۶۸،۷۳۲,۴۲ مگابایت,بازی‌های انتخاب بازار,کودک,رویاگران نرم افزار,0,۰ تومان,http://happinesstrain.ir,,rgnmobileapp@gmail.com,43541689,com.royagaran.happinesstrain
Educational Games 4 Kids - آموزش برای کودکان,https://cafebazaar.ir/app/com.pescapps.game4kids,https://s.cafebazaar.ir/images/icons/com.pescapps.game4kids-241e9a28-55ef-4b76-9723-b99f412d5c60_128x128.png,"Educational and fun games for toddlers: puzzles, piano, paint, maze, emotions...",۳.۳,۳۰ آذر ۱۴۰۲,۱،۰۰۰،۰۰۰+,4.2,۹۲۰,۳۶ مگابایت,بازی‌های انتخاب بازار,کودک,pescAPPs,0,۰ تومان,,,,37377489,com.pescapps.game4kids
بازی رنگها,https://cafebazaar.ir/app/com.royagaran.colorgame,https://s.cafebazaar.ir/images/icons/com.royagaran.colorgame_128x128.png," ""بازی رنگ ها ""‌ نرم افزاری  موزیکال  و کودکانه  برای آموزش رنگها  و  کلمات  می باشد.  با استفاده از این نرم افزار ابتدا کودک به یادگیری رنگها ...",۲.۶.۷,۳۱ فروردین ۱۴۰۰,۵۰۰،۰۰۰+,4.2,۱۱،۲۱۶,۲۵ مگابایت,بازی‌های انتخاب بازار,کودک,رویاگران نرم افزار,0,۰ تومان,http://www.royagaran.com/portfolio,,android@royagaran.ir,26696229,com.royagaran.colorgame
فسقلی ها در دهکده حیوانات,https://cafebazaar.ir/app/com.ohanian.kiddosinanimalvillage,https://s.cafebazaar.ir/images/icons/com.ohanian.kiddosinanimalvillage-20f7c0a0-de27-480f-9c56-813e8320ff1f_128x128.png,مجموعه بازی های آموزشی برای کودکان,۱.۰.۴,۱۸ آذر ۱۴۰۳,۱۰۰،۰۰۰+,3.8,۳۶۶,۲۳ مگابایت,بازی‌های انتخاب بازار,کودک,رویاگران نرم افزار,0,۰ تومان,https://www.aomobileapps.com,,android@royagaran.ir,24568563,com.ohanian.kiddosinanimalvillage
ریبو و رابی (آموزش و سرگرمی کودکان),https://cafebazaar.ir/app/com.armiksoft.riboRabi,https://s.cafebazaar.ir/images/icons/com.armiksoft.riboRabi_128x128.png,ریبو و رابی آموزش ، کارتون و داستان های کودکانه به همراه یه عالمه بازی برای آموزش مفاهیم اعداد، الفبا، اشکال و نقاشی به کودکان,۱.۱.۸,۲ بهمن ۱۳۹۷,۲۰۰،۰۰۰+,4.5,۵،۶۶۰,۴۱ مگابایت,بازی‌های انتخاب بازار,کودک,تیم آرمیک,0,۰ تومان,http://www.armiksoft.com,,riborabi@armiksoft.com,43506643,com.armiksoft.riboRabi
آموزش و بازی کودک (الفبا و همه چی),https://cafebazaar.ir/app/mil.amozeshbazi.edi,https://s.cafebazaar.ir/images/icons/mil.amozeshbazi.edi-488bf8d6-60c3-451c-8d44-0fe0dac1c721_128x128.png,بیش از ۲۰۰ آموزش و بازی برای کودکان ۲ تا ۸ سال (بدون نیاز به اینترنت),۱.۸,۳۰ اردیبهشت ۱۴۰۲,۲۰۰،۰۰۰+,4.3,۳،۸۰۲,۴۳ مگابایت,برنامه‌های انتخاب بازار,کودک,یاقوت اپ,0,۰ تومان,https://deliha.ir,,www.yaghoutapp@gmail.com,45276936,mil.amozeshbazi.edi
مدرسه شادی,https://cafebazaar.ir/app/com.royagaran.happinessschool,https://s.cafebazaar.ir/images/icons/com.royagaran.happinessschool_128x128.png,مدرسه شادی، تجربه یادگیری متفاوت برای کودکان,۱.۲.۹,۲۹ فروردین ۱۴۰۰,۵۰۰،۰۰۰+,4.5,۱۸،۸۶۶,۳۱ مگابایت,بازی‌های انتخاب بازار,کودک,رویاگران نرم افزار,0,۰ تومان,http://www.royagaran.com/portfolio,,rgnmobileapp@gmail.com,32870613,com.royagaran.happinessschool
بچه ها الفبا حروف پیش و اول دبستان,https://cafebazaar.ir/app/com.Armiksoft.learnalphabet,https://s.cafebazaar.ir/images/icons/com.Armiksoft.learnalphabet_128x128.png, -طراحی سوالات توسط معلمان پایه دبستان   -  همراهی شخصیت کارتونی(خاله گلدونه) با کودک     -  نرم افزار منتخب آموزشی در مسابقات دانشگاه ...,۱.۸.۶,۱۵ آذر ۱۳۹۵,۲۰۰،۰۰۰+,4.2,۸،۵۶۹,۲۴ مگابایت,بازی‌های انتخاب بازار,کودک,تیم آرمیک,0,۰ تومان,,,alefba@armiksoft.com,25436322,com.Armiksoft.learnalphabet
فسقلی ها زیر دریا,https://cafebazaar.ir/app/com.ohanian.kiddosunderthesea,https://s.cafebazaar.ir/images/icons/com.ohanian.kiddosunderthesea-fe53f24b-a488-4f5d-9f2b-9678548613bb_128x128.png,مجموعه بازی های آموزشی برای کودکان,۱.۰.۸,۱۸ آذر ۱۴۰۳,۲۰۰،۰۰۰+,4.4,۱،۵۸۸,۵۶ مگابایت,بازی‌های انتخاب بازار,کودک,رویاگران نرم افزار,0,۰ تومان,http://royagaran.com/portfolio,,android@royagaran.ir,59071266,com.ohanian.kiddosunderthesea
